# basic accuracy
0.8732
# fsvae
1,0.8782,2.73
# wgan
1,0.8779,8.46
10,0.8833,1.14
20,0.8790,0.47
30,0.8813,0.53
40,0.8819,2.01
50,0.8768,2.6
# spectral
1,0.8787,7.94
10,0.8741,1.45
20,0.8803,1.35
30,0.8798,0.28
40,0.8874,0.55
50,0.8813,0.12
# c_wgan
1,0.8723,9.78
10,0.8797,2.4
20,0.8864,1.12
30,0.8771,1.05
40,0.8828,0.71
50,0.8838,0.71
# c_spectral
1,0.8786,10.26
10,0.8820,4.35
20,0.8876,3.06
30,0.8779,1.14
40,0.8783,0.93
50,0.8836,1.21
