# basic accuracy
0.8732
# fsvae
1,0.8782,47.26
# wgan
1,0.8779,91.95
10,0.8833,22.96
20,0.8790,19.67
30,0.8813,16.59
40,0.8819,31.65
50,0.8768,48.61
# spectral
1,0.8787,128.52
10,0.8741,31.92
20,0.8803,21.77
30,0.8798,17.02
40,0.8874,14.22
50,0.8813,13.33
# c_wgan
1,0.8723,181.98
10,0.8797,49.67
20,0.8864,37.29
30,0.8771,28.81
40,0.8828,24.58
50,0.8838,22.06
# c_spectral
1,0.8786,215.14
10,0.8820,67.55
20,0.8876,48.35
30,0.8779,40.46
40,0.8783,24.58
50,0.8836,30.23
