# advanced accuracy
0.9199
# fsvae
1,0.9116,47.26
# wgan
1,0.9166,91.95
10,0.9218,22.96
20,0.9207,19.67
30,0.9206,16.59
40,0.9126,31.65
50,0.9199,48.61
# spectral
1,0.9188,128.52
10,0.9255,31.92
20,0.9159,21.77
30,0.9153,17.02
40,0.9134,14.22
50,0.9172,13.33
# c_wgan
1,0.9153,181.98
10,0.9134,49.67
20,0.9182,37.29
30,0.9170,28.81
40,0.9154,24.58
50,0.9147,22.06
# c_spectral
1,0.9140,215.14
10,0.9147,67.55
20,0.9180,48.35
30,0.9105,40.46
40,0.9181,24.58
50,0.9153,30.23
